    ,Location,Technology       ,Tweet                                                                                                                                                                          ,Sentiment_Score
341 ,TX      ,iot              ,RT @myDevices_IoT: #MyDevices and @senraco are partnering together to enable LoRaWAN adoption in India! Read more here: https://t.co/IWIQBX\u2026                              ,1
342 ,TX      ,iot              ,Proud to be part of the IoT Observatory.\nhttps://t.co/zoMNf2NWmr https://t.co/xdvHGG05Yn                                                                                      ,1
343 ,TX      ,iot              ,RT @Bill_IoT: The company that helps police track phones was reportedly hacked: #BigData #MachineLearning #AI #IoT MT: @MikeQuindazzi https\u2026                              ,0
344 ,TX      ,iot              ,RT @gp_pulipaka: Managing Storage for IoT Data at the Enterprise Edge. #BigData #MachineLearning #DataScience #AI #IoT #Cloud #CloudComputi\u2026                              ,0
345 ,TX      ,iot              ,RT @brianrandall763: 8 Emerging Technologies in Entertainment &amp; Media [#infographic] via @MikeQuindazzi HT @PetiotEric #AI #AR #VR #Machine\u2026                          ,0
346 ,TX      ,iot              ,RT @Softnet_Search: Tesla crash involving Autopilot prompts federal investigation: #machinelearning #ai #iot MT @Mikequindazzi https://t.co\u2026                              ,0
347 ,TX      ,iot              ,IOT Device Management Market Is Witness To Boost Rapidly Due To Increased Adoption Of Smart Connected Devices By 20\u2026 https://t.co/opUlYsO6lY                              ,0
348 ,TX      ,iot              ,IOT Device Management Market Is Witness To Boost Rapidly Due To Increased Adoption Of Smart Connected Devices By 20\u2026 https://t.co/Ivhjs4GhRe                              ,0
349 ,TX      ,iot              ,IOT Device Management Market Is Witness To Boost Rapidly Due To Increased Adoption Of Smart Connected Devices By 20\u2026 https://t.co/oq4rmp51m7                              ,0
350 ,TX      ,iot              ,2018-05-17T04:22:05.612Z security deckcam vmotion                                                                                                                              ,0
351 ,TX      ,iot              ,"RT @MikeFeibus: 802.11ax #WiFi standard is not about the number on the box. It's about capacity and efficiency, @Qualcomm's Shravan Surinen\u2026"                            ,0
352 ,TX      ,iot              ,"RT @MikeQuindazzi: 54 different #ElectricVehicles! including 25 #battery electric (#ev), 26 plug-in #hybrids (#phev) and 3 #fuelcell vehicl\u2026"                            ,0
353 ,TX      ,iot              ,RT @MikeQuindazzi: Top industries hiring Chief #Digital Officers (#CDO) &gt;&gt; @stratandbiz  via @MikeQuindazzi &gt;&gt; #insurance #insuretech #medi\u2026                  ,1
354 ,TX      ,iot              ,RT @MikeQuindazzi: #NSSolutions and #docomo showcase their #5G #Humanoid assistant #Robot &gt;&gt; @MikeQuindazzi &gt;&gt; #Robotics #IoT #Mobile https\u2026                  ,0
355 ,TX      ,iot              ,"RT @MikeQuindazzi: Cafe X develops $25,000 #robotic barista - pouring 120 cups of coffee per hour @MikeQuindazzi #AI #Robots #Robotics #IoT\u2026"                            ,0
356 ,TX      ,iot              ,"RT @AdosiaIO: Dev backend env GUI is nearly perfect. Next, a slick user control panel to manage Adosia #iot h/w.  #progress #blockchain #te\u2026"                            ,1
357 ,TX      ,iot              ,2018-05-17T04:21:27.736Z security garage vmotion                                                                                                                               ,0
358 ,TX      ,iot              ,RT @MikeQuindazzi: AI augments #human ability to perform tasks faster or with more precision - but what's next? &gt;&gt; #PwC via @MikeQuindazzi\u2026                         ,1
359 ,TX      ,iot              ,"RT @MikeQuindazzi: 54 different #ElectricVehicles! including 25 #battery electric (#ev), 26 plug-in #hybrids (#phev) and 3 #fuelcell vehicl\u2026"                            ,0
360 ,TX      ,iot              ,"RT @MikeQuindazzi: Cafe X develops $25,000 #robotic barista - pouring 120 cups of coffee per hour @MikeQuindazzi #AI #Robots #Robotics #IoT\u2026"                            ,0
361 ,TX      ,iot              ,RT @BlockchainBlake: Senate barely passes resolution to restore net neutrality: #machinelearning #ai #iot mt: @Mikequindazzi https://t.co/0\u2026                              ,0
362 ,TX      ,iot              ,RT @MikeQuindazzi: The #WearableTech Xenxo Smart Ring provides #bluetooth connectivity to your #smartphone to make a call or #virtualassist\u2026                              ,1
363 ,TX      ,iot              ,RT @HaroldSinnott: 21% of #enterprises lack confidence in their #skills and #talent required for #4IR and #EmergingTechnologies. https://t.\u2026                              ,0
364 ,TX      ,iot              ,RT @MikeQuindazzi: #4IR technology applications for a low-carbon economy &gt;&gt; #PwC HT @techmenttech via @MikeQuindazzi &gt;&gt; #IoT #Autonomous #v\u2026                  ,1
365 ,TX      ,iot              ,"RT @MikeFeibus: 802.11ax #WiFi standard is not about the number on the box. It's about capacity and efficiency, @Qualcomm's Shravan Surinen\u2026"                            ,0
366 ,TX      ,iot              ,RT @BlockchainBlake: YouTube Music launches Tuesday; YouTube Red to be replaced with more expensive YouTube Premium: #machinelearning #ai #\u2026                              ,0
367 ,TX      ,iot              ,RT @HaroldSinnott: #VC-backed #startups developing #AI technology increased 6x since 2000 &gt;&gt; via @MikeQuindazzi &gt;&gt; #ArtificialIntelligence\u2026                   ,0
368 ,TX      ,iot              ,RT @Victoria_Ball_0: Best Windows tablets 2018: the top Windows tablets reviewed: #BigData #MachineLearning #AI #IoT MT @worldtrendsinfo ht\u2026                              ,1
369 ,TX      ,iot              ,"RT @MalaAnand_: Yesterday during the keynote at #IoTWorld, I talked about how #IoT is a key enabler of digital transformation and is part o\u2026"                            ,0
370 ,TX      ,iot              ,RT @MalaAnand_: Loved seeing our team at the @SAP booth here at #IoTWorld in Santa Clara and the impressive demos! #IoT #digitaltransformat\u2026                              ,1
371 ,TX      ,iot              ,RT @Victoria_Ball_0: The state of #SocialMedia : The Rise of the Urban Cloud Infographic @Cyber_Phish @PD_MobileApps @MikeQuindazzi @mallys\u2026                              ,0
372 ,TX      ,iot              ,IT pros worry about #IoT but not prepared to secure it. @darkreading @kg4gwa  #infosec #IoTSecurity\u2026 https://t.co/wLHCTotEvQ                                              ,1
373 ,TX      ,iot              ,RT @MikeQuindazzi: State of the Markets and #IPOs Q1 2018 &gt;&gt; @SVB_Financial via @MikeQuindazzi &gt;&gt; #startups #icos #fintech #socialmedia #ai\u2026                  ,0
374 ,TX      ,iot              ,"RT @MikeFeibus: 802.11ax #WiFi standard is not about the number on the box. It's about capacity and efficiency, @Qualcomm's Shravan Surinen\u2026"                            ,0
375 ,TX      ,iot              ,RT @__iot__: How AI and #IoT Smart Sensors Are Preserving a Lake Ecosystem https://t.co/KEP2VPHerb https://t.co/eJHULhpThD                                                     ,1
376 ,TX      ,iot              ,RT @IoTBigData: #ArtificialIntelligence giving rise to the \u201cfourth productivity impact\u201d beyond basic #automation: the rise of the fourth wa\u2026                    ,0
377 ,TX      ,iot              ,IOT Device Management Market Is Witness To Boost Rapidly Due To Increased Adoption Of Smart Connected Devices By 20\u2026 https://t.co/IU23x9aiRf                              ,0
378 ,TX      ,iot              ,IOT Device Management Market Is Witness To Boost Rapidly Due To Increased Adoption Of Smart Connected Devices By 20\u2026 https://t.co/Xkxd20sZCU                              ,0
379 ,TX      ,iot              ,IOT Device Management Market Is Witness To Boost Rapidly Due To Increased Adoption Of Smart Connected Devices By 20\u2026 https://t.co/25VtXLnHhO                              ,0
380 ,TX      ,iot              ,IOT Device Management Market Is Witness To Boost Rapidly Due To Increased Adoption Of Smart Connected Devices By 20\u2026 https://t.co/STTt17u7Kv                              ,0
381 ,TX      ,iot              ,IOT Device Management Market Is Witness To Boost Rapidly Due To Increased Adoption Of Smart Connected Devices By 20\u2026 https://t.co/8D976TQYOn                              ,0
382 ,TX      ,iot              ,IOT Device Management Market Is Witness To Boost Rapidly Due To Increased Adoption Of Smart Connected Devices By 20\u2026 https://t.co/uE2ec2DKmx                              ,0
383 ,TX      ,iot              ,RT @adamsconsulting: The #Technology Making Our Cities Smarter\nLarger #Infographic - https://t.co/6h7C7ciSHr\n(by @raconteur via @Ronald_van\u2026                            ,0
384 ,TX      ,iot              ,RT @HaroldSinnott: Useful guide to Improving your #innovation measurement practices \nhttps://t.co/JNpNutINuT\n\n#Leadership #DigitalTransform\u2026                           ,1
385 ,TX      ,iot              ,RT @gp_pulipaka: Managing Storage for IoT Data at the Enterprise Edge. #BigData #MachineLearning #DataScience #AI #IoT #Cloud #CloudComputi\u2026                              ,0
386 ,TX      ,iot              ,RT @HorizonCoin: How can Horizon help communications in a #SmartCity #iot World?\n\nhttps://t.co/CKTy5hHF66\n\n#ico #blockchain #cryptocurrency\u2026                          ,0
387 ,TX      ,iot              ,RT @gp_pulipaka: #DeepLearning Frameworks in #HPC Environments: Join Me Next Monday with the Talented Pool of #DataScientists #Speakers Aro\u2026                              ,1
388 ,TX      ,iot              ,RT @SecurityTube: Bootloader Attacks on IoT Devices: The Basics https://t.co/qGe09jwvj6 https://t.co/MlEZ0qtjUi                                                                ,0
389 ,TX      ,iot              ,RT @IoTBigData: Royal wedding 2018: Prince Harry and Meghan Markle are marrying this Saturday - CNET: #ai #ml #dl #iot MT @worldtrendsinfo\u2026                               ,0
390 ,TX      ,iot              ,2018-05-17T04:34:42.193Z security deckcam vmotion                                                                                                                              ,0
391 ,TX      ,iot              ,RT @BotAutomation: RT @fintech_paige: #IoT market is growing\n\n#tech #technology #Data #Analytics #DataScience #AI #Infographic #ML #Machine\u2026                            ,0
392 ,TX      ,iot              ,"RT @MikeQuindazzi: Cafe X develops $25,000 #robotic barista - pouring 120 cups of coffee per hour @MikeQuindazzi #AI #Robots #Robotics #IoT\u2026"                            ,0
393 ,TX      ,iot              ,"RT @MalaAnand_: Yesterday during the keynote at #IoTWorld, I talked about how #IoT is a key enabler of digital transformation and is part o\u2026"                            ,0
394 ,TX      ,iot              ,"RT @MikeQuindazzi: Cafe X develops $25,000 #robotic barista - pouring 120 cups of coffee per hour @MikeQuindazzi #AI #Robots #Robotics #IoT\u2026"                            ,0
395 ,TX      ,iot              ,RT @MikeQuindazzi: What happens in an #Internet minute in 2018? - 481k #tweets sent! &gt;&gt; @Visualcap via @MikeQuindazzi &gt;&gt; #SocialMedia #Fint\u2026                  ,0
396 ,TX      ,iot              ,"RT @MikeQuindazzi: Cafe X develops $25,000 #robotic barista - pouring 120 cups of coffee per hour @MikeQuindazzi #AI #Robots #Robotics #IoT\u2026"                            ,0
397 ,TX      ,iot              ,"RT @MikeQuindazzi: Cafe X develops $25,000 #robotic barista - pouring 120 cups of coffee per hour @MikeQuindazzi #AI #Robots #Robotics #IoT\u2026"                            ,0
398 ,TX      ,iot              ,"RT @MikeFeibus: 802.11ax #WiFi standard is not about the number on the box. It's about capacity and efficiency, @Qualcomm's Shravan Surinen\u2026"                            ,0
399 ,TX      ,iot              ,"RT @MikeQuindazzi: 54 different #ElectricVehicles! including 25 #battery electric (#ev), 26 plug-in #hybrids (#phev) and 3 #fuelcell vehicl\u2026"                            ,0
400 ,TX      ,iot              ,"RT @MikeFeibus: 802.11ax #WiFi standard is not about the number on the box. It's about capacity and efficiency, @Qualcomm's Shravan Surinen\u2026"                            ,0
401 ,TX      ,iot              ,"RT @vanguardsw: RT @diioannid \#Ironing is a thing of the past. This #smart gadget and its #application can do it for you | via @mashable\n@\u2026"""                         ,0
402 ,TX      ,iot              ,"RT @MikeFeibus: 802.11ax #WiFi standard is not about the number on the box. It's about capacity and efficiency, @Qualcomm's Shravan Surinen\u2026"                            ,0
403 ,TX      ,iot              ,RT @AI_RT_100: How is #ArtificialIntelligence changing business? [Infographic] #DeepLearning #IoT #IIoT #IoE #NLP #MachineLearning #DataSci\u2026                              ,0
404 ,TX      ,iot              ,"RT @vanguardsw: RT @grattongirl \This #VirtualReality-controlled #Robot can dismantle bombs &gt; @CNBC via @MikeQuindazzi &gt; #AI #Robotics #IoT\u2026"""                    ,0
405 ,TX      ,iot              ,RT @gp_pulipaka: Managing Storage for IoT Data at the Enterprise Edge. #BigData #MachineLearning #DataScience #AI #IoT #Cloud #CloudComputi\u2026                              ,0
406 ,TX      ,iot              ,RT @MikeQuindazzi: #China leveraging #automation and #robotics to replace millions of #workers with #machines @MikeQuindazzi #ai #robotics\u2026                               ,0
407 ,TX      ,iot              ,"RT @MikeQuindazzi: Cafe X develops $25,000 #robotic barista - pouring 120 cups of coffee per hour @MikeQuindazzi #AI #Robots #Robotics #IoT\u2026"                            ,0
408 ,TX      ,iot              ,The latest Enterprise IoT Tech Trends Daily! https://t.co/wHuLQmBPVO #iot #internetofthings                                                                                    ,1
409 ,TX      ,iot              ,"RT @MikeFeibus: 802.11ax #WiFi standard is not about the number on the box. It's about capacity and efficiency, @Qualcomm's Shravan Surinen\u2026"                            ,0
410 ,TX      ,iot              ,RT @IoTBigData: #ArtificialIntelligence giving rise to the \u201cfourth productivity impact\u201d beyond basic #automation: the rise of the fourth wa\u2026                    ,0
411 ,TX      ,iot              ,RT @MikeQuindazzi: The #WearableTech Xenxo Smart Ring provides #bluetooth connectivity to your #smartphone to make a call or #virtualassist\u2026                              ,1
412 ,TX      ,iot              ,RT @LeimerNick: Proud to be part of the IoT Observatory.\nhttps://t.co/zoMNf2NWmr https://t.co/xdvHGG05Yn                                                                      ,1
413 ,TX      ,iot              ,RT @wolfSSL: @wolfSSL shout out to @codegirlclub! We enjoyed meeting you and learning about how you are inspiring kids to code! #IoTWorld #\u2026                              ,1
414 ,TX      ,iot              ,"RT @MikeQuindazzi: 54 different #ElectricVehicles! including 25 #battery electric (#ev), 26 plug-in #hybrids (#phev) and 3 #fuelcell vehicl\u2026"                            ,0
415 ,TX      ,iot              ,RT @MikeQuindazzi: Using Simulation and Domain Adaptation to Improve Efficiency of Deep #Robotic Grasping &gt;&gt; @Google via @MikeQuindazzi &gt;&gt;\u2026                   ,0
416 ,TX      ,iot              ,"RT @adrian_drones: Top #Influencers: Top 10 Vertices, Ranked by Betweenness Centrality\nby @nodexl | \n\nRead more: \n\n#IoT #InternetofThings #\u2026"                       ,1
417 ,TX      ,iot              ,RT @MikeQuindazzi: Using Simulation and Domain Adaptation to Improve Efficiency of Deep #Robotic Grasping &gt;&gt; @Google via @MikeQuindazzi &gt;&gt;\u2026                   ,0
418 ,TX      ,iot              ,RT @IOT_Recruiting: 10 of the best cheap fitness trackers in India: Top affordable sports bands: #BigData #MachineLearning #AI #IoT HT @mot\u2026                              ,1
419 ,TX      ,iot              ,RT @straczynski: Sonuvagun...all five seasons of Babylon 5 will begin streaming on Amazon Prime next month.  At last it's someplace where p\u2026                              ,0
420 ,TX      ,iot              ,RT @MikeQuindazzi: The #telephone took 76 years to reach 1/2 the homes; #smartphones less than 10 [Infographic] @mikequindazzi #pwc #digita\u2026                              ,0
421 ,TX      ,iot              ,"RT @DigiTransTop: 8 policy trends for 2018 including the impact of #digital, #cryptocurrency, and #China as well as the new #USA risk and r\u2026"                            ,0
422 ,TX      ,iot              ,RT @BeyondTrust: IT pros worry about #IoT but not prepared to secure it. @darkreading @kg4gwa  #infosec #IoTSecurity https://t.co/NsK1b4XjT\u2026                              ,1
423 ,TX      ,iot              ,RT @SSI_TeamUS: What is the most robust tool for #data protection? Any guesses? @ipfconline1\n@antgrasso\n@Fisher85M @jblefevre60 @evankirste\u2026                            ,1
424 ,TX      ,iot              ,"RT @IOT_Recruiting: Feast your eyes on the iPhone X Tesla, a case so crazy it comes with its own phone - CNET: #machinelearning #ai #iot HT\u2026"                            ,0
425 ,TX      ,iot              ,"RT @MikeQuindazzi: 16 common elements in a modern day #DigitalTransformation &gt;&gt; Infographic via @MikeQuindazzi &gt;&gt; #AI, #IoT, #Robotics, #Bl\u2026"                ,0
426 ,TX      ,iot              ,RT @AngelHealthTech: The evolution of #IoT\n#Infographics #SmartCity #MachineLearning #UX #technology #AI #bigdata #BigData #SearchEngines #\u2026                             ,0
427 ,TX      ,iot              ,RT @brianrandall763: 8 Emerging Technologies in Entertainment &amp; Media [#infographic] via @MikeQuindazzi HT @PetiotEric #AI #AR #VR #Machine\u2026                          ,0
428 ,TX      ,iot              ,RT @softwebchicago: Let\u2019s see how #IoT and #blockchain works in the real world - https://t.co/vTZV6Sq0kI https://t.co/sVA0aNqyb1                                          ,1
429 ,TX      ,iot              ,RT @maciejkranz: Thank you for a great day #IoTWorld #IoT #IIoT https://t.co/bRn8LCwfep                                                                                        ,1
430 ,TX      ,iot              ,"RT @MikeQuindazzi: 54 different #ElectricVehicles! including 25 #battery electric (#ev), 26 plug-in #hybrids (#phev) and 3 #fuelcell vehicl\u2026"                            ,0
431 ,TX      ,iot              ,RT @MikeQuindazzi: #China leveraging #automation and #robotics to replace millions of #workers with #machines @MikeQuindazzi #ai #robotics\u2026                               ,0
432 ,TX      ,iot              ,RT @brianrandall763: 8 Emerging Technologies in Entertainment &amp; Media [#infographic] via @MikeQuindazzi HT @PetiotEric #AI #AR #VR #Machine\u2026                          ,0
433 ,TX      ,iot              ,RT @myDevices_IoT: #MyDevices and @senraco are partnering together to enable LoRaWAN adoption in India! Read more here: https://t.co/IWIQBX\u2026                              ,1
434 ,TX      ,iot              ,Proud to be part of the IoT Observatory.\nhttps://t.co/zoMNf2NWmr https://t.co/xdvHGG05Yn                                                                                      ,1
435 ,TX      ,iot              ,RT @Bill_IoT: The company that helps police track phones was reportedly hacked: #BigData #MachineLearning #AI #IoT MT: @MikeQuindazzi https\u2026                              ,0
436 ,TX      ,iot              ,RT @gp_pulipaka: Managing Storage for IoT Data at the Enterprise Edge. #BigData #MachineLearning #DataScience #AI #IoT #Cloud #CloudComputi\u2026                              ,0
437 ,TX      ,iot              ,RT @brianrandall763: 8 Emerging Technologies in Entertainment &amp; Media [#infographic] via @MikeQuindazzi HT @PetiotEric #AI #AR #VR #Machine\u2026                          ,0
438 ,TX      ,iot              ,RT @Softnet_Search: Tesla crash involving Autopilot prompts federal investigation: #machinelearning #ai #iot MT @Mikequindazzi https://t.co\u2026                              ,0
439 ,TX      ,iot              ,IOT Device Management Market Is Witness To Boost Rapidly Due To Increased Adoption Of Smart Connected Devices By 20\u2026 https://t.co/opUlYsO6lY                              ,0
440 ,TX      ,iot              ,IOT Device Management Market Is Witness To Boost Rapidly Due To Increased Adoption Of Smart Connected Devices By 20\u2026 https://t.co/Ivhjs4GhRe                              ,0
441 ,TX      ,iot              ,IOT Device Management Market Is Witness To Boost Rapidly Due To Increased Adoption Of Smart Connected Devices By 20\u2026 https://t.co/oq4rmp51m7                              ,0
442 ,TX      ,iot              ,2018-05-17T04:22:05.612Z security deckcam vmotion                                                                                                                              ,0
443 ,TX      ,iot              ,"RT @MikeFeibus: 802.11ax #WiFi standard is not about the number on the box. It's about capacity and efficiency, @Qualcomm's Shravan Surinen\u2026"                            ,0
444 ,TX      ,iot              ,"RT @MikeQuindazzi: 54 different #ElectricVehicles! including 25 #battery electric (#ev), 26 plug-in #hybrids (#phev) and 3 #fuelcell vehicl\u2026"                            ,0
445 ,TX      ,iot              ,RT @MikeQuindazzi: Top industries hiring Chief #Digital Officers (#CDO) &gt;&gt; @stratandbiz  via @MikeQuindazzi &gt;&gt; #insurance #insuretech #medi\u2026                  ,1
446 ,TX      ,iot              ,RT @MikeQuindazzi: #NSSolutions and #docomo showcase their #5G #Humanoid assistant #Robot &gt;&gt; @MikeQuindazzi &gt;&gt; #Robotics #IoT #Mobile https\u2026                  ,0
447 ,TX      ,iot              ,"RT @MikeQuindazzi: Cafe X develops $25,000 #robotic barista - pouring 120 cups of coffee per hour @MikeQuindazzi #AI #Robots #Robotics #IoT\u2026"                            ,0
448 ,TX      ,iot              ,"RT @AdosiaIO: Dev backend env GUI is nearly perfect. Next, a slick user control panel to manage Adosia #iot h/w.  #progress #blockchain #te\u2026"                            ,1
449 ,TX      ,iot              ,2018-05-17T04:21:27.736Z security garage vmotion                                                                                                                               ,0
450 ,TX      ,iot              ,RT @MikeQuindazzi: AI augments #human ability to perform tasks faster or with more precision - but what's next? &gt;&gt; #PwC via @MikeQuindazzi\u2026                         ,1
451 ,TX      ,iot              ,"RT @MikeQuindazzi: 54 different #ElectricVehicles! including 25 #battery electric (#ev), 26 plug-in #hybrids (#phev) and 3 #fuelcell vehicl\u2026"                            ,0
452 ,TX      ,iot              ,"RT @MikeQuindazzi: Cafe X develops $25,000 #robotic barista - pouring 120 cups of coffee per hour @MikeQuindazzi #AI #Robots #Robotics #IoT\u2026"                            ,0
453 ,TX      ,iot              ,RT @BlockchainBlake: Senate barely passes resolution to restore net neutrality: #machinelearning #ai #iot mt: @Mikequindazzi https://t.co/0\u2026                              ,0
454 ,TX      ,iot              ,RT @MikeQuindazzi: The #WearableTech Xenxo Smart Ring provides #bluetooth connectivity to your #smartphone to make a call or #virtualassist\u2026                              ,1
455 ,TX      ,iot              ,RT @HaroldSinnott: 21% of #enterprises lack confidence in their #skills and #talent required for #4IR and #EmergingTechnologies. https://t.\u2026                              ,0
456 ,TX      ,iot              ,RT @MikeQuindazzi: #4IR technology applications for a low-carbon economy &gt;&gt; #PwC HT @techmenttech via @MikeQuindazzi &gt;&gt; #IoT #Autonomous #v\u2026                  ,1
457 ,TX      ,iot              ,"RT @MikeFeibus: 802.11ax #WiFi standard is not about the number on the box. It's about capacity and efficiency, @Qualcomm's Shravan Surinen\u2026"                            ,0
458 ,TX      ,iot              ,RT @BlockchainBlake: YouTube Music launches Tuesday; YouTube Red to be replaced with more expensive YouTube Premium: #machinelearning #ai #\u2026                              ,0
459 ,TX      ,iot              ,RT @HaroldSinnott: #VC-backed #startups developing #AI technology increased 6x since 2000 &gt;&gt; via @MikeQuindazzi &gt;&gt; #ArtificialIntelligence\u2026                   ,0
460 ,TX      ,iot              ,RT @Victoria_Ball_0: Best Windows tablets 2018: the top Windows tablets reviewed: #BigData #MachineLearning #AI #IoT MT @worldtrendsinfo ht\u2026TX                            ,1
461 ,TX      ,Robotics         ,RT @LagosElementary: We\u2019re so proud of our @LagosElementary Robotics team for all their hard work this year! You rocked it today! \n\n#Sparta\u2026                       ,1
462 ,TX      ,Robotics         ,We had a blast at VCE STEM Night!  #3DPrinting #Robotics #DNA                                                                                                                  ,0
463 ,TX      ,Robotics         ,I'm so jealous of you locals hahaha. It's hard being a Pirates and Penguins fan from Alabama. Plus I'm getting into\u2026 https://t.co/pDXA9dCeB7                              ,0
464 ,TX      ,Robotics         ,\ud83c\udf1fMUST HAVE Now 58% OFF!\nJJRC H37 ELFIE Foldable Mini Selfie Drone RC Quadcopter! \n#UAV #drone  #AI #tech #robots\u2026 https://t.co/SiN90slKAG                    ,0
465 ,TX      ,Robotics         ,Interested in Robotics? Check out Robotics Mini Camps. Email questions to Mr. Menjivar fmenjivar@dusd.net https://t.co/g5LaxND0iH                                              ,1
466 ,TX      ,Robotics         ,Kroger goes big on robotics but may trail Amazon and Walmart on speed: https://t.co/DTZt6HcebH                                                                                 ,0
467 ,TX      ,Robotics         ,"RT @MikeQuindazzi: 16 common elements in a modern day #DigitalTransformation &gt;&gt; Infographic via @MikeQuindazzi &gt;&gt; #AI, #IoT, #Robotics, #Bl\u2026"                ,0
468 ,TX      ,Robotics         ,Dr. Stacey Burt and her former student shared all about robotics with Mrs. Davenport's 5th Grade Class.\u2026 https://t.co/mZbvEDSm7R                                          ,0
469 ,TX      ,Robotics         ,Mayor Wright had lunch with some Jr. High sudets today.  These students represented various programs at the Jr. Hig\u2026 https://t.co/hVXoWnV6U4                              ,0
470 ,TX      ,Robotics         ,RT @MikeQuindazzi: 8 #EmergingTechnologies for #BoardOfDirectors &gt;&gt; PwC via @MikeQuindazzi &gt;&gt; #AI #IoT #AR #VR #Blockchain #Drones #Robotic\u2026                  ,0
471 ,TX      ,Robotics         ,"RT @MikeQuindazzi: EmergingTech: #DataAnalytics, #Robotics, #IIoT, and control systems accelerating #automation in #OilandGas &gt;&gt; @MikeQuind\u2026"                      ,0
472 ,TX      ,Robotics         ,RT @RoseMorgan837: 10 ways to win with #digitaltransformation #Infographic via @MikeQuindazzi \n\n#ai #robotics #rpa #cx #iot #datascience #f\u2026                            ,1
473 ,TX      ,Robotics         ,"RT @MikeQuindazzi: The #futureofwork includes #EmergingTech, new #jobs and #augmented intelligence! &gt;&gt; @salesforce via @MikeQuindazzi &gt;&gt; #A\u2026"                ,1
474 ,TX      ,Robotics         ,RT @MikeQuindazzi: #autonomous self-flying taxi leverages #drone technology enabled by #blockchain. @MikeQuindazzi #aerospace #ai #drones #\u2026                              ,1
475 ,TX      ,Robotics         ,The #Robotics Daily! https://t.co/E1WuEazhCL #ai #technology                                                                                                                   ,0
476 ,TX      ,Robotics         ,RT @LeahSaranna: Focus on Your Right to Win! 3 of 10 principles for succeeding through #digital disruption. @stratandbiz via @MikeQuindazzi\u2026                              ,1
477 ,TX      ,Robotics         ,Re-coding Black Mirror Part IV https://t.co/CF8DcBBlP9 #AI #AritificialIntelligence #MachineLearning #DeepLearning\u2026 https://t.co/rSUqdR0Mcz                               ,0
478 ,TX      ,Robotics         ,RT @Softnet_Search: 10 ways to win with #digitaltransformation #Infographic via @MikeQuindazzi \n\n#ai #robotics #rpa #cx #iot #datascience #\u2026                            ,1
479 ,TX      ,Robotics         ,"RT @MikeQuindazzi: EmergingTech: #DataAnalytics, #Robotics, #IIoT, and control systems accelerating #automation in #OilandGas &gt;&gt; @MikeQuind\u2026"                      ,0
480 ,TX      ,Robotics         ,"At first, I didn\u2019t know whether #artificialIntelligence #robotics and #deeplearning we\u2019re good for our future. Here\u2026 https://t.co/qbe708iyif"                  ,1
481 ,TX      ,Robotics         ,RT @MikeQuindazzi: 8 #EmergingTechnologies for #BoardOfDirectors &gt;&gt; PwC via @MikeQuindazzi &gt;&gt; #AI #IoT #AR #VR #Blockchain #Drones #Robotic\u2026                  ,0
482 ,TX      ,Robotics         ,"At first, I didn\u2019t know whether #artificialIntelligence #robotics and #deeplearning we\u2019re good for our future. Here\u2026 https://t.co/z3cCyHtScp"                  ,1
483 ,TX      ,Robotics         ,TAKE MY MONEY ALREADY: This garden robot works like a weed-whacking Roomba https://t.co/hNVceRVMZG                                                                             ,0
484 ,TX      ,Robotics         ,RT @MikeQuindazzi: #autonomous self-flying taxi leverages #drone technology enabled by #blockchain. @MikeQuindazzi #aerospace #ai #drones #\u2026                              ,1
485 ,TX      ,Robotics         ,RT @MikeQuindazzi: 8 key questions around #rpa and #robotics controls &gt;&gt; pwc via @MikeQuindazzi &gt;&gt; #ai #automation #corpgov #boardofdirecto\u2026                  ,0
486 ,TX      ,Robotics         ,"RT @MikeQuindazzi: Cafe X develops $25,000 #robotic barista - pouring 120 cups of coffee per hour @MikeQuindazzi #AI #Robots #Robotics #IoT\u2026"                            ,0
487 ,TX      ,Robotics         ,#autonomous self-flying taxi leverages #drone technology enabled by #blockchain. @MikeQuindazzi #aerospace #ai\u2026 https://t.co/SRMAUUaPqB                                   ,1
488 ,TX      ,Robotics         ,RT @mastruck: #IamIntel https://t.co/vxa4Kwn2QE https://t.co/g7PnqLaeWs                                                                                                        ,0
489 ,TX      ,Robotics         ,Wrapping a robot around a human. \In 10 years                                                                                                                                  ,0
490 ,TX      ,Robotics         ,RT @kateperez: Hey #RMC2018 my photos of you and your #Robots are at the following link. You have my permission to download and use ANY of\u2026                               ,0
491 ,TX      ,Robotics         ,RT @kateperez: Hey #RMC2018 my photos of you and your #Robots are at the following link. You have my permission to download and use ANY of\u2026                               ,0
492 ,TX      ,Robotics         ,"Gangnam Style, a beach ball, a Greek theater, and robotics. Must be @FLLRazorbackInv !! @gearsrobotics https://t.co/zG7TlbX8YY"                                               ,0
493 ,TX      ,Robotics         ,Hey #RMC2018 my photos of you and your #Robots are at the following link. You have my permission to download and us\u2026 https://t.co/DU347eWdKt                              ,0
494 ,TX      ,Robotics         ,"RT @DianaEWilkerson: The #futureofwork starts now! 12 consolidated reports on #jobs at risk from #ai, #robotics and other #automation techn\u2026"                            ,0
495 ,TX      ,Robotics         ,"RT @vanguardsw: RT @Vilynx \Your next coworker could be an avatar #robot\n\n#DigitalTransformation #jobs #AI #ML #robotics #robots cc: @evank\u2026"""                        ,0
